PID,PDFID,title,conf,folder,year,affil,authors,author_ids,keywords
06F7CB19,kdd94-d19,using dynamic time warping to find patterns in time series,kdd,kdd94,1994,new york university stern school of business,donald j berndt|james clifford,7B4BFD0F|7D493587,dynamic time warping|knowledge discovery|time series|speech recognition
80043EC7,kdd97-d41,using artificial intelligence planning to automate science data analysis for large image database,kdd,kdd97,1997,jet propulsion laboratory,helen b mortensen|forest fisher|steve chien,7F119A13|7E7EBA0C|7F986056,ai planning|synthetic aperture radar|artificial intelligent|data analysis
78F6C4A1,kdd09-d157,time series shapelets a new primitive for data mining,kdd,kdd09,2009,university of california riverside,eamonn keogh|lexiang ye,7E8DEF6C|8158A726,nearest neighbor|classification|time series|empirical evidence|data mining|space complexity
7A16B865,kdd15-p2069,scalable machine learning approaches for neighborhood classification using very high resolution remote sensing imagery,kdd,kdd15,2015,north carolina state university,yupeng yan|sanjay ranka|ranga raju vatsavai|anand rangarajan|manu sethi,7E792AB3|7CEEE22D|7917570B|7ECFB43B|7F8A7500,segmentation|remote sensing
0439B814,kdd94-d4,application of the tetrad ii program to the study of student retention in u s colleges,kdd,kdd94,1994,,clark glymour|marek j druzdze,786A7823|14C42102,linear regression
7FEE750A,kdd13-d18,adaptive collective routing using gaussian process dynamic congestion models,kdd,kdd13,2013,carnegie mellon university,ramayya krishnan|yisong yue|siyuan liu,8440D052|7F237DD1|80F648C6,gaussian process
80148FE5,kdd05-d44,economical active feature value acquisition through expected utility estimation,kdd,kdd05,2005,university of texas at austin,maytal saartsechansky|raymond j mooney|foster provost|prem melville,81306A4E|07D1BF63|80AEB29A|7B9C63AC,prediction model|active learning|machine learning|cost effectiveness|data mining|expected utility|missing values
7FF65B7B,kdd14-d71,large scale visual recommendations from street fashion images,kdd,kdd14,2014,ebay,wei di|vignesh jagadeesh|robinson piramuthu|neel sundaresan|anurag bhardwaj,7E6D1EE3|8045E144|33AA772D|4860F5B6|761650C9,e commerce
7C300E52,kdd11-d90,mime a framework for interactive visual pattern mining,kdd,kdd11,2011,university of antwerp,sandy moens|bart goethals|jilles vreeken,7630A7FE|76BC9A3F|757C26CE,association rule|interactive visualization|decision tree
80132E88,kdd03-d12,applying data mining in investigating money laundering crimes,kdd,kdd03,2003,ibm,zhongfei zhang|philip s yu|john j salerno,7EAA8442|81C6BD58|82576DB8,clustering|coral|data mining|data clustering|histogram
7A3E891D,kdd11-d136,spatially regularized logistic regression for disease mapping on large moving populations,kdd,kdd11,2011,temple university,slobodan vucetic|vuk malbasa,7DD59E72|77F44D90,spatial epidemiology|regularization|logistic regression|spatial analysis|privacy
7F99173C,kdd09-d115,olap on search logs an infrastructure supporting data driven applications in search engines,kdd,kdd09,2009,microsoft,jian pei|hang li|daxin jiang|bin zhou,7EBD3AAB|7E9466F2|7EE1FB1B|7E18D809,data mining|olap|database management|empirical study|search engine
79593D42,kdd15-p2019,predicting future scientific discoveries based on a networked analysis of the past literature,kdd,kdd15,2015,ibm,scott spangler|curtis r pickering|ana lelescu|angela d wilkins|andreas martin lisewski|olivier lichtarge|sam regenbogen|peter j haas|benjamin j bachman|meenakshi nagarajan|houyin zhang|linda kato|stephen k boyer|jacques j labrie|ilya b novikov|griff weber|sumit bhatia|christie m buchovecky|anbu k adikesavan|maria e terrondiaz|ying chen|lawrence a donehower|shenghua bao,083A1E67|81B8EBB9|79B58627|84F1BD0E|042D524F|808B6B34|804D8851|8624C70B|77B7FE40|7E45249B|84F70094|7E75D46C|75542A11|7F4EE95A|7726F314|8100C099|7C94BD2B|0F50955D|84DFB090|84998BA2|8033D3CB|753F9C3A|7E819C32,text mining
75F1ED00,kdd09-d158,toward autonomic grids analyzing the job flow with affinity streaming,kdd,kdd09,2009,university of paris sud,xiangliang zhang|julien perez|cyril furtlehner|michele sebag|cecile germainrenaud,7D9541CC|093E7A32|7EC9CF17|7EF2CD54|0ED26AA0,change detection|affinity propagation|autonomic computing
778F119F,kdd05-d106,short term performance forecasting in enterprise systems,kdd,kdd05,2005,hewlett packard,ira s cohen|moises goldszmidt|rob powers,73D2F7FC|7E59B451|7CEE9BF0,bayesian network|enterprise system|data mining|time series|machine learning|three dimensions|enterprise systems|data gathering|job scheduling
7729CE4C,kdd14-d142,unveiling clusters of events for alert and incident management in large scale enterprise it,kdd,kdd14,2014,,rashmi raghu|derek lin|regunathan radhakrishnan|vivek ramamurthy|j l fernandez|jin yu,8516DFD3|7D392636|8511297A|847B647A|84FCCBF8|84980FEF,kd tree|hierarchical clustering|graph cut|connected components|complete linkage|non negative matrix factorization
76D99E3C,kdd14-d48,fast flux discriminant for large scale sparse nonlinear classification,kdd,kdd14,2014,washington university in st louis,wenlin chen|kilian q weinberger|yixin chen,77713473|84FC650C|7E738505,sparsity|classification
7CFF8DF9,kdd04-d22,approximating a collection of frequent sets,kdd,kdd04,2004,national and kapodistrian university of athens,heikki mannila|foto n afrati|aristides gionis,2BF27CC6|788CB7C8|12857062,empirical evidence|correspondence problem|data mining
7A7EA450,kdd10-d33,combining predictions for accurate recommender systems,kdd,kdd10,2010,graz university of technology,robert legenstein|michael jahrer|andreas toscher,0B399514|038C20F8|01CB3723,ensemble learning|source code|collaborative filtering|recommender systems|recommender system|boltzmann machine|factor model|supervised learning
752057BF,kdd10-d158,tropical cyclone event sequence similarity search via dimensionality reduction and metric learning,kdd,kdd10,2010,california institute of technology,wenqing tang|shenshyang ho|w timothy liu,7F0D07F2|7E831DD9|805FFC70,tropical cyclone|tropical cyclones|similarity search|information system|dimensionality reduction|nonlinear dimensionality reduction|longest common subsequence
7AE67003,kdd14-d3,a dirichlet multinomial mixture model based approach for short text clustering,kdd,kdd14,2014,tsinghua university,jianyong wang|jianhua yin,7FE06515|7D814A47,gibbs sampling
76DFF7EB,kdd08-d53,factorization meets the neighborhood a multifaceted collaborative filtering model,kdd,kdd08,2008,at t,yehuda koren,83392359,recommender system|collaborative filtering|recommender systems
76B46EC3,kdd05-d93,price prediction and insurance for online auctions,kdd,kdd05,2005,accenture,rayid ghani,7FDCF3AB,classification|feature extraction|profitability|machine learning|auctions|data mining|ecommerce
77E38555,kdd13-d104,making recommendations from multiple domains,kdd,kdd13,2013,national university of singapore,wynne hsu|mong li lee|wei chen,7E964845|80B5F5BD|7F65F806,collaborative filtering|personalization
803B78DA,kdd08-d28,bypass rates reducing query abandonment using negative inferences,kdd,kdd08,2008,stanford university,sreenivas gollapudi|atish das sarma|samuel ieong,7E9356BC|53998EFA|78986B23,mean reciprocal rank|click through rate|random walk|mean average precision|similarity search|relevance
767797EF,kdd15-p1731,user conditional hashtag prediction for images,kdd,kdd15,2015,facebook,emily denton|rob fergus|manohar paluri|lubomir bourdev|jason weston,7579DAD4|3A216829|7BE66C26|7EC8FDFF|78AC7113,social media|user modeling|deep learning
7F62F3B5,kdd09-d122,opinionminer a novel machine learning system for web opinion mining and extraction,kdd,kdd09,2009,university at buffalo,h h ho|rohini k srihari|wei jin,809D8DA9|7D1F1531|7E414F48,machine learning|sentiment analysis|algorithms|system design|rule based|design|opinion mining
7FE489FF,kdd04-d76,mining coherent gene clusters from gene sample time microarray data,kdd,kdd04,2004,university at buffalo,jian pei|chun tang|murali ramanathan|daxin jiang|aidong zhang,80704A1D|7EBD3AAB|7E9466F2|7D9FEC8C|7EF79E08,clustering|synthetic data|microarray data|candidate gene|time series|gene cluster|bioinformatics
7675096F,kdd04-d81,mining traffic data from probe car system for travel time prediction,kdd,kdd04,2004,nec,takayuki nakata|junichi takeuchi,8045EF70|789CE8DB,data collection|seasonal adjustment|time series|minimum description length|ar model|state space model|statistical analysis
7DF209A3,kdd10-d140,semi supervised feature selection for graph classification,kdd,kdd10,2010,university of illinois at chicago,xiangnan kong|philip s yu,7EAA8442|83605131,search space|vector space|branch and bound algorithm|empirical study|feature selection|data mining|semi supervised learning
77524555,kdd01-d44,data mining to go ubiquitous kdd for mobile and distributed environments,kdd,kdd01,2001,university of maryland college park,hillol kargupta|anupam joshi,202974BD|804000ED,data mining|distributed environment
75291612,kdd05-d43,dynamic syslog mining for network failure monitoring,kdd,kdd05,2005,nec,yuko maruyama|kenji yamanishi,561AE2A4|8555BF83,probabilistic model|adaptive learning|network monitoring|time series|hidden markov model|event correlation|model selection
593707D8,kdd98-d49,reinforcement learning for trading systems and portfolios,kdd,kdd98,1998,,john moody|matthew saffell,7D498D6C|7C34E882,reinforcement learning
022CA105,kdd94-d13,abstraction of high level concepts from numerical values in databases,kdd,kdd94,1994,,kuorong chiang|wesley w chu,7C2CDFB1|813B0F37,conceptual clustering
78F690FD,kdd06-d25,classification features for attack detection in collaborative recommender systems,kdd,kdd06,2006,depaul university,robin burke|chad williams|runa bhaumik|bamshad mobasher,805FCED1|7E7C8BC5|7D17A9E0|70D1DA03,recommender system|robustness|collaborative filtering|recommender systems|machine learning
7EE40913,kdd10-d162,unsupervised feature selection for multi cluster data,kdd,kdd10,2010,zhejiang university,deng cai|xiaofei he|chiyuan zhang,7F6D851E|7FA4B495|8098E2A6,clustering|data analysis|unsupervised learning|high dimensional data|manifold learning|optimization problem|feature selection
75C2CC60,kdd13-d20,amplifying the voice of youth in africa via text analytics,kdd,kdd13,2013,ibm,sharad sapra|vijil chenthamarakshan|solomon assefa|richard d lawrence|moses mugisha|prem melville|james powell|rajesh anandan,85114CC7|7B9C63AC|77136C15|7CE82904|849B946A|847CBB2A|7E47ADA7|84C0FB75,machine learning
7DBD429E,kdd12-d70,empowering authors to diagnose comprehension burden in textbooks,kdd,kdd12,2012,microsoft,sreenivas gollapudi|anitha kannan|sunandan chakraborty|krishnaram kenthapadi|rakesh agrawal,7F75CF5C|813AFCCE|7FEBB481|7C7636D4|78986B23,knowledge discovery|concepts|data mining
7E4A3295,kdd09-d26,bgp lens patterns and anomalies in internet routing updates,kdd,kdd09,2009,carnegie mellon university,david g andersen|nicholas c valler|b aditya prakash|michalis faloutsos|christos faloutsos,09F0BA79|8311D172|7E99B3C6|75C1AE3F|7EFB4929,self similarity|patterns|power law|internet routing|communication protocol|measurement|security|border gateway protocol
76C7EB03,kdd12-d189,smartdispatch enabling efficient ticket dispatch in an it service environment,kdd,kdd12,2012,ibm,bikram sengupta|shivali agarwal|renuka sindhgatta,75D7E184|7E005B2E|80680291,customer satisfaction|service delivery
7DDE1DBD,kdd05-d56,graphs over time densification laws shrinking diameters and possible explanations,kdd,kdd05,2005,cornell university,jon kleinberg|jure leskovec|christos faloutsos,8311D172|0C915F07|6FF9A5FC,power law|heavy tail|degree distribution|heavy tailed distribution
7DD2170D,kdd08-d85,partial least squares regression for graph mining,kdd,kdd08,2008,max planck society,nicole kramer|hiroto saigo|koji tsuda,46558396|6ECD6A36|853BEB73,chemoinformatics|partial least square regression|partial least squares regression
75BC6D51,kdd11-d66,gbase a scalable and general graph management system,kdd,kdd11,2011,ibm,uksong kang|chingyung lin|hanghang tong|jimeng sun|christos faloutsos,7DC9EEBE|8311D172|84BA10BE|803F1C47|7F38C141,management system|distributed computing|compression|graph|indexing|social network|recommender system|cyber security|indexation
0321AE14,kdd97-d26,knowledge discovery in integrated call centers a framework for effective customer driven marketing,kdd,kdd97,1997,,paul xia,7EE41751,na
7CF8B90A,kdd08-d82,mining preferences from superior and inferior examples,kdd,kdd08,2008,university of hong kong,jian pei|xuemin lin|david w cheung|jiawei han|bin jiang,766B27E2|7EB04793|7EBD3AAB|7600EDEC|7E7A3A69,customer relationship management|synthetic data
787DE05A,kdd10-d103,mining advisor advisee relationships from research publication networks,kdd,kdd10,2010,university of illinois at urbana champaign,yuntao jia|jie tang|jingyi guo|duo zhang|yintao yu|chi wang|jiawei han,80A0A7C8|7FF59E12|812C8D5D|7D4F1940|7D389768|7DE94AED|7E7A3A69,empirical study|factor graph|objective function
7D8E4144,kdd09-d163,user grouping behavior in online forums,kdd,kdd09,2009,university of michigan,lei zhang|xiaolin shi|rui cai|jun zhu,811CA7A3|80A1A284|818F5DC2|7FEAE69B,human behavior|social media|social networks|social network|group behavior
79023836,kdd10-d93,large linear classification when data cannot fit in memory,kdd,kdd10,2010,national taiwan university,kaiwei chang|chojui hsieh|hsiangfu yu|chihjen lin,813BBDC8|7F693F4E|801F3482|80083811,performance|algorithms|svm|random access|linear classification
754BA2DC,kdd15-p1175,an effective marketing strategy for revenue maximization with a quantity constraint,kdd,kdd15,2015,national taiwan university,philip s yu|chihhua tai|yawen teng|mingsyan chen,7EAA8442|780695DC|7DB9C73E|7E80B9BB,marketing|social influence|pricing
7EE9DE72,kdd13-d149,redundancy aware maximal cliques,kdd,kdd13,2013,the chinese university of hong kong,james cheng|jia wang|ada waichee fu,7F13CFA2|8113B359|7DA23D8E,na
7D1D04DD,kdd04-d70,learning to detect malicious executables in the wild,kdd,kdd04,2004,georgetown university,jeremy z kolter|marcus a maloof,0488B1AA|7788E60C,software security|support vector machine|decision tree|malicious software|naive bayes|machine learning|concept learning|data mining|roc curve|security
761FC05D,kdd15-p975,virus propagation in multiple profile networks,kdd,kdd15,2015,ionian university,kostas tsichlas|giannis tzimas|spyros sioutas|a s rapti,7E26CDDA|75BF1EF5|0446DFBF|80C8E931,na
7EEF9456,kdd09-d14,adapting the right measures for k means clustering,kdd,kdd09,2009,rutgers newark,hui xiong|jian chen|junjie wu,805F02C6|801CBB4C|7F42E870,k means|k means clustering|external validity
7C10BBF2,kdd06-d42,dynamic real time forecasting of online auctions via functional models,kdd,kdd06,2006,university of maryland college park,shanshan wang|wolfgang jank|galit shmueli,78E19F5C|81002E4A|7D9CAEB1,price level|survival analysis|functional model|real time|maximum entropy
7BE20A17,kdd15-p407,probabilistic community and role model for social networks,kdd,kdd15,2015,tsinghua university,yu han|jie tang,80A0A7C8|8542960E,social network|community
