PID,PDFID,title,conf,folder,year,affil,authors,author_ids,keywords
7EDD50CD,www04-d140,analysis of interacting bpel web services,www,www04,2004,university of california santa barbara,tevfik bultan|jianwen su|xiang fu,7D69792A|7FD48418|82CA1D57,asynchronous communication|web service|synchronous communication|model checking|intermediate representation|spin|bpel
81148DCC,www07-d123,a novel clustering based rss aggregator,www,www07,2007,peking university,xin li|zheng chen|zhihong deng|benyu zhang|jun yan|weiguo fan|lei ji,80771248|7D29203C|80AB73BF|7ED42FFA|8516252A|7D888ACC|810B4A93,clustering|story|rss
7FF4A0B9,www07-d204,blogscope spatio temporal analysis of the blogosphere,www,www07,2007,university of toronto,nick koudas|nilesh bansal,13FE756D|7E3B77CB,visualization|text analysis
80A5BE29,www10-d79,clustering query refinements by user intent,www,www10,2010,stanford university,alon halevy|jayant madhavan|eldar sadikov|lu wang,7FF161D3|76D1C172|807024D0|7BE48D58,clustering|random walks|random walk|cluster computing|search engine
7F466DE1,www10-d40,exploring web scale language models for search query processing,www,www10,2010,facebook,c lee giles|xiaolong li|fritz behr|kuansan wang|jian huang|jianfeng gao|jiangbo miao,7ECD3DB7|7F86B287|7FF76D47|7D6F2C89|82DF7337|7EA51AF4|8511DFDF,language models|information retrieval|anchor text|language model
7A71F48B,www08-d208,personalized web exploration with task models,www,www08,2008,university of pittsburgh,peter brusilovsky|jonathan grady|daqing he|jaewook ahn|qi li,7DC6DCAF|79291EFB|7F39A6A7|7D463EDF|7E90787B,empirical study|personalization
7F4DCF10,www06-d126,predictive modeling of first click behavior in web search,www,www06,2006,university college dublin,m p obrien|mark t keane|barry smyth,859E7518|7D0ED6A3|84469FAA,prediction model|human factors|user model|search engine|link analysis|data gathering|information need
80645B9E,www14-d328,automated runtime recovery for qos based service composition,www,www14,2014,singapore university of technology and design,manman chen|tian huat tan|jin song dong|jun sun|etienne andre|yang liu,81148B08|7FDA243E|80E88C61|7DEFAD73|8141920B|7DFAFB33,soa|qos|webservices|genetic algorithm
7FDEABB6,www05-d185,executing incoherency bounded continuous queries at web data aggregators,www,www05,2005,ibm,krithi ramamritham|rajeev gupta|ashish puri,85B79785|85A214C8|7D347DE0,markov chain|dynamic data|data aggregation|markov model
7F8CE537,www06-d88,efficient search for peer to peer information retrieval using semantic small world,www,www06,2006,huazhong university of science and technology,hanhua chen|hai jin|xiaomin ning,7EA6613F|8086AC29|813F6C3E,semantic similarity|information retrieval
7FBE60E6,www04-d36,enforcing strict model view separation in template engines,www,www04,2004,university of san francisco,terence parr,7EF258F3,web applications|separation principle|web application|web application development|empirical evidence|formal language|iron|model view controller|engineering design
7A7A5444,www05-d127,the anatomy of a news search engine,www,www05,2005,university of pisa,antonio gulli,1A0E283F,information|syndication|information extraction|extraction|design|search engine|algorithms
7F600DFB,www05-d191,association search in semantic web search inference,www,www05,2005,tsinghua university,liang bangyong|tang jie|li juanzi,7F29AB96|84A78291|7AA679C3,knowledge management|bayesian network|ontology
7F2A1DA0,www05-d115,bootstrapping ontology alignment methods with apfel,www,www05,2005,karlsruhe institute of technology,marc ehrig|york sure|steffen staab,086B7CFD|860B853E|78896EA6,ontology|matching|ontology alignment|machine learning
7F1D154A,www08-d46,sparql basic graph pattern optimization using selectivity estimation,www,www08,2008,hp labs,andy seaborne|dave reynolds|markus stocker|christoph kiefer|abraham bernstein,7E7247B6|7F981E0D|7AD118B4|7EDCD550|7DF9EBC7,query optimization|sparql
7EE9CC17,www08-d42,knowledge sharing and yahoo answers everyone knows something,www,www08,2008,university of michigan,jun zhang|lada a adamic|eytan bakshy|mark s ackerman,7E6EA2F4|86279BC5|0DF1EA43|7A7ED56E,social network analysis|question answering|satisfiability|social network
80AF52D8,www09-d135,visualization of geo annotated pictures in mobile phones,www,www09,2009,congressional research service,davide carboni|francesco massidda|roberto manca,77EAD1F8|43F30564|72A3E583,gps|arduino|compass
7F372561,www09-d102,a flight meta search engine with metamorph,www,www09,2009,vienna university of technology,robert baumgartner|yansen darmaputra|wolfgang holzinger|bernhard kruepl,848E8FB5|852A8469|62CCE319|14881487,connected graph|meta search engine|hidden web|algorithm design
8046E65E,www06-d28,tables and trees don t mix very well,www,www06,2006,eth zurich,erik wilde,8030F1F6,relational model|system architecture|conceptual model|scalability|data model
7D18131A,www05-d161,constructing extensible xquery mappings,www,www05,2005,southeast university,gang qian|yisheng dong,813E854D|7EB72549,extensibility|xml schema
76072903,www11-d180,embedding mindmap as a service for user driven composition of web applications,www,www11,2011,,boualem benatallah|stuart clarke|adnene guabtni,797CB756|783DF57C|852A07C6,world wide web|user interface|web application
7EA71106,www04-d127,ontological representation of learning objects building interoperable vocabulary and structures,www,www04,2004,syracuse university,naybell hernandez|jian qin,7D11CE42|7E9B684D,metadata|ontologies|technology strategy|controlled vocabulary
7E1277A1,www05-d216,finding group shilling in recommendation system,www,www05,2005,beijing university of posts and telecommunications,xuefeng su|zheng chen|huajun zeng,810B4A93|847E1604|809F6DBC,e commerce|collaborative filtering|profitability|recommender system|recommendation system|information overload
7DD91B1A,www04-d74,openmvc a non proprietry component based framework for web applications,www,www04,2004,dublin city university,ronan barrett|sarah jane delany,7DF2CD34|7EC0001C,xml|web|applications|web service|xslt|frameworks|patterns|standardisation|web services|model view controller|mvc|xml schema
7D125E8D,www11-d59,towards semantic knowledge propagation from text corpus to web images,www,www11,2011,ibm,charu c aggarwal|thomas huang|guojun qi,7E9A6EAE|8562DEEC|7FEE7CA3,image features|social network|mathematical model|semantic interpretation|image classification|transfer learning
7E4B54B4,www09-d157,the recurrence dynamics of social tagging,www,www09,2009,google,wei li|robert mao|dell zhang,7DD1CFF5|85DB4868|80A4CFEE,web 2 0
7DDA1C3E,www04-d208,surfing the web by site,www,www04,2004,ibm,david r p gibson,7D346390,web pages|web navigation|real time
76E8C786,www08-d47,can chinese web pages be classified with english data source,www,www08,2008,hong kong university of science and technology,yong yu|guirong xue|wenyuan dai|xiao ling|qiang yang|yun jiang,7E5AB52B|7E511C5F|7F541635|8138405A|8030DCE0|8538C8B7,world wide web|web pages|information bottleneck|machine learning
7D5490CD,www06-d85,interactive wrapper generation with minimal user effort,www,www06,2006,polytechnic institute of new york university,torsten suel|utku irmak,29D9D03C|774D2B09,algorithms|design|e commerce|structured data|active learning
7E2F87F7,www04-d91,managing versions of web documents in a transaction time web server,www,www04,2004,washington state university,yingxia wang|huiling lin|curtis e dyreson,8484AF12|848FDBE7|7D67BFCD,transaction time|query language|versioning
781BA632,www06-d47,the case for multi user design for computer aided learning in developing regions,www,www06,2006,university of california berkeley,kentaro toyama|eric brewer|joyojeet pal|udai singh pawar,7E0B87E2|0DD6C540|84B63553|75C458D5,child development
7E853CCF,www06-d134,webkhoj indian language ir from multiple character encodings,www,www06,2006,,vasudeva varma|prasad pingali|jagadeesh jagarlamudi,76830932|7FF1D420|09925031,web pages|web search engine|search engine
7B8A28D1,www04-d19,shilling recommender systems for fun and profit,www,www04,2004,university of minnesota,shyong k lam|john riedl,812EF661|766665B3,e commerce|collaborative filtering|recommender systems|profitability|recommender system|information overload
81406058,www10-d4,large scale bot detection for search engines,www,www10,2010,carnegie mellon university,hongwen kang|kuansan wang|david soukal|fritz behr|zijian zheng,7ECD3DB7|8511DFDF|7CEF3BB6|04985532|7D79971E,captcha|semi supervised learning|cost efficiency|search engine
7B8FCD44,www10-d94,collaborative location and activity recommendations with gps history data,www,www10,2010,hong kong university of science and technology,yu zheng|vincent w zheng|qiang yang|xing xie,8538C8B7|7C43EF5A|7F7F0C2C|7EB5247F,location based service|collaborative filtering|specific activity|social network|general|matrix factorization
81714DB1,www05-d204,focused crawling by exploiting anchor text using decision tree,www,www05,2005,university of tokyo,kazutaka furuse|jun li|kazunori yamaguchi,7E4E1011|577E1B00|7FCB86A0,decision tree learning|anchor text|shortest path|decision tree
81075F80,www08-d192,using subspace analysis for event detection from web click through data,www,www08,2008,leibniz university of hanover,ling chen|wolfgang nejdl|yiqun hu,0CB23132|82DBB34D|7EAACA4F,web search engine
81656B4E,www07-d19,efficient search in large textual collections with redundancy,www,www07,2007,polytechnic institute of new york university,jiangong zhang|torsten suel,29D9D03C|80A40968,local search|web search engine|search engine|search engines|inverted index|indexation
812BA203,www05-d72,guidelines for developing trust in health websites,www,www05,2005,university of sheffield,pamela briggs|elizabeth sillence|lesley fishwick|peter r harris,7370996B|0B894F9E|7EA16BFD|7D84D125,social identity|content analysis|health|internet|trust|computer mediated communication
79F6CCA0,www12-d174,the semsets model for ad hoc semantic list search,www,www12,2012,norwegian university of science and technology,marek ciglan|ladislav hluchý|kjetil norvag,13D9B371|0C169AC5|2BE29B6C,information retrieval|query language|knowledge base|semantic search|natural language
7F39D210,www08-d146,organizing the unorganized employing it to empower the under privileged,www,www08,2008,ibm,nitendra rajput|amit a nanavati|arun kumar|dipanjan chakraborty|sheetal k agarwal,815A68D1|8284BC46|8549A9D2|733E631A|7FA0B4B3,developing country
7B3660BA,www04-d154,hearsay enabling audio browsing on hypertext content,www,www04,2004,university at buffalo,i v ramakrishnan|guizhen yang|amanda stent,809A086A|7CF2BA08|76A9BBB4,world wide web|structure analysis|software component|user interface|html|structural analysis
7A15BAA6,www05-d42,service discovery and measurement based on daml qos ontology,www,www05,2005,nanyang technological university,busung lee|liangtien chia|chen zhou,7F976694|7FE870C1|7D3B49A8,web service|semantic web|qos|service discovery|service level
80034F9D,www08-d151,automatic web image selection with a probabilistic latent topic model,www,www08,2008,university of electro communications,keiji yanai,7D0AB8C1,probabilistic latent semantic analysis|computer vision|image recognition
7FE651B9,www08-d139,fourth international workshop on adversarial information retrieval on the web airweb 2008,www,www08,2008,yahoo,kumar chellapilla|dennis fetterly|carlos castillo,85F842C7|800909BC|85DB648F,spamdexing|web spam|search engine spam|adversarial information retrieval|search engine|information retrieval
5F8D3867,www03-d78,an effective complete web recommender system,www,www03,2003,,russell greiner|gerald haubl|tingshao zhu,7225B10A|800B4920|78613A35,recommender system|information content
7F20D7A3,www08-d23,static query result caching revisited,www,www08,2008,bilkent university,rifat ozcan|ozgur ulusoy|ismail sengor altingovde,7EB8E2C8|28F27065|7A039F49,search engine
7A3DFC1A,www05-d194,persistence in web based collaborations,www,www05,2005,university of london,patrick g t healey|jeehyong lee|nick bryankinns,2CDC3E72|80CACE7B|7EF4E2FE,user interfaces|collaboration|creativity|user interface|music|hci
7A8C649F,www08-d37,video suggestion and discovery for youtube taking random walks through the view graph,www,www08,2008,university of pittsburgh,mohamed aly|d sivakumar|shankar kumar|rohan seth|deepak ravichandran|shumeet baluja|yushi jing|jay yagnik,7CE83DAE|5A03D4E5|7D457993|6D819705|7FB9D2C8|6CE2FCD8|84AE2164|806FD742,recommender system|random walk|recommendation systems|collaborative filtering|random walks
79B43CCF,www04-d187,accurate scalable in network identification of p2p traffic using application signatures,www,www04,2004,at t labs,subhabrata sen|dongmei wang|oliver spatscheck,7ED7D1A9|7E91B8FB|82C37D47,false positive|p2p
80855CE3,www09-d40,link based small sample learning for web spam detection,www,www09,2009,chinese academy of sciences,qiudan li|guanggang geng|xinchang zhang,7F8EFF95|817A8F4C|7FBC3771,robust statistics|semi supervised learning|web spam|machine learning
807DC1F5,www05-d150,building adaptable and reusable xml applications with model transformations,www,www05,2005,university of twente,ivan kurtev|klaas van den berg,804A9DC9|76AE369B,xml|process model|software development|xml document|xml schema
78C2F36A,www07-d139,a kernel based structure matching for web services search,www,www07,2007,beihang university,guo shengmin|yu jianjun|xu ke|su hao|zhang hui,84E93524|84A6DB58|84FDF3BC|84876FCB|7AE5AD50,ranking svm|web services
8014E3F3,www04-d71,web accessibility a broader view,www,www04,2004,ibm,vicki l hanson|john t richards,7DFB4641|7E0839B5,user interface|economic model|web accessibility
7FDC76A1,www05-d88,webcap a capacity planning tool for web resource management,www,www05,2005,kuwait university,sami j habib|maytham safar,7FF34910|7649C84B,resource manager|satisfiability|network server|video conferencing|multimedia|optimization problem|feedback loop|scheduling|real time
04209B79,www03-d95,evolving the semantic web with mangrove,www,www03,2003,university of washington,luke k mcdowell|steven d gribble|stani vlasseva|deepak kumar verma|oren etzioni|alon halevy|henry m levy|william pentney,2BEF3CDD|79D52A33|713212CB|807024D0|7949EA2A|03712938|7E39F349|4B777C90,semantic web|system architecture|structured data
78D27150,www06-d86,a framework for xml data streams history checking and monitoring,www,www06,2006,instituto politecnico nacional,paola spoletini|alessandro campi,02584A5A|789AEBEC,xml|semi structured data|verification|linear temporal logic|formal verification
7F92170B,www04-d54,combining link and content analysis to estimate semantic similarity,www,www04,2004,indiana university bloomington,filippo menczer,77F77067,web pages|recall|semantic similarity|content analysis|precision|search engine|indexation|link analysis
783B680C,www14-d184,a monte carlo algorithm for cold start recommendation,www,www14,2014,the chinese university of hong kong,xiao wen|yu rong|hong cheng,84FA6EA8|850E2B39|80D9C0A8,cold start|monte carlo simulation
770EB360,www05-d179,ranking a stream of news,www,www05,2005,,gianna m del corso|francesco romani|antonio gulli,7ECD6AFA|1A0E283F|4C36D573,indexation|search engine|sliding window|information extraction
7DBB875B,www10-d151,towards comment based cross media retrieval,www,www10,2010,weimar institute,benno stein|steffen becker|martin potthast,7F384314|84B1E973|640E477C,level of detail
7C900E3A,www11-d88,anytime algorithm for qos web service composition,www,www11,2011,konkuk university,hyunyoung kil|wonhong nam,79D44560|84869F84,quality of service|global optimization
7BA2F6B8,www03-d6,on deep annotation,www,www03,2003,karlsruhe institute of technology,siegfried handschuh|steffen staab|raphael volz,77F3FA64|73B7739A|806D72B3,web pages|web service|semantic web|information integration|ontology mapping|annotation|metadata
7D29ED58,www08-d77,r u in doing what you like with people whom you like,www,www08,2008,ibm,dipanjan chakraborty|koustuv dasgupta|seema nagar|nilanjan banerjee|sumit mittal,7EA8311D|78A0CFD6|8549A9D2|7F195BEB|801710DF,ngn|social network|mashups|design|web 2 0|social networking
0AC3E90F,www03-d149,implementing an xml editing framework with web based architectural constructs,www,www03,2003,academia sinica,jenghan hsieh,7E27AC27,learning curve
7DB536F6,www06-d38,geographically focused collaborative crawling,www,www06,2006,university of toronto,weizheng gao|yingbo miao|hyun chul lee,813F0631|7F4E87D3|7FE32EC5,web pages|anchor text
7967FFD1,www12-d36,actions speak as loud as words predicting relationships from social behavior data,www,www12,2012,,fred sisenda|malik magdonismail|sibel adali,849ADCE9|71CFEB14|0966F35E,social media|social network|social behavior|social networks|behavior analysis|social ties
7E208D61,www04-d61,c3w clipping connecting and cloning for the web,www,www04,2004,university of copenhagen,yuzuru tanaka|jun fujima|kasper hornbaek|aran lunzer,0D2D7D35|79782894|4BBEA2C4|09B55A77,interfaces|web pages|web navigation|interaction technique
76B47187,www11-d101,inverted index compression via online document routing,www,www11,2011,yahoo,edo liberty|oren somekh|gal lavee|ronny lempel,3A63BDB5|860D4497|795329B2|486DF533,web pages|satisfiability|load balance|search engine|indexation|time complexity|online algorithm|inverted index
751D8756,www09-d83,a measurement driven analysis of information propagation in the flickr social network,www,www09,2009,,meeyoung cha|krishna p gummadi|alan mislove,7D3EE6A2|7624B3DB|78294D80,viral marketing|word of mouth|information exchange|social networks|social network
7D4EF9AA,www05-d101,an approach for ontology based elicitation of user models to enable personalization on the semantic web,www,www05,2005,eindhoven university of technology,lora aroyo|vania dimitrova|ronald denaux,7D4ECD43|759FE68C|7AFE184A,user model|semantic web|user modeling|adaptive learning|content management
7D8E476A,www10-d139,the social honeypot project protecting online communities from spammers,www,www10,2010,georgia institute of technology,steve webb|james caverlee|kyumin lee,7EC13237|84753541|78EFB017,social media|active filter|spam|social network|conceptual framework|statistical analysis
7EE82ADB,www09-d52,large scale multi label classification via metalabeler,www,www09,2009,yahoo,lei tang|vijay k narayanan|suju rajan,8492407F|84DDE09D|7FF1B7C9,cross validation|web pages|meta model
7D806A28,www03-d65,mining topic specific concepts and definitions on the web,www,www03,2003,university of illinois at chicago,bing liu|hwee tou ng|chee wee chin,7F1ADC7F|7FF5B905|7E61D5F6,web pages|web content mining|information integration|search engine
7D031D77,www09-d174,behavioral profiles for advanced email features,www,www09,2009,microsoft,milan vojnovic|thomas karagiannis,76C55B59|7D741639,social network|information design
76352CF5,www11-d192,location relevance classification for travelogue digests,www,www11,2011,microsoft,rong xiao|wangchien lee|xing xie|mao ye,7B81B529|7D4547EB|7EB5247F|7FC77763,classification
77347A16,www10-d6,a novel traffic analysis for identifying search fields in the long tail of web sites,www,www10,2010,hp labs,george forman|s rajaram|evan r kirshenbaum,7745DA1A|7558EC11|82D6184E,machine learning classification|machine learning|long tail|active learning
7A9A1EA3,www04-d66,online feedback by tests and reporting for elearning and certification programs,www,www04,2004,,dirk bade|gerd wilts|georg nussel,04CCB06B|588AC07F|7747B3C7,blended learning|learning community|return of investment|elearning
750DC15E,www05-d96,migrating web application sessions in mobile computing,www,www05,2005,university of sannio,m v zito|gerardo canfora|eugenio zimeo|gabriele venturi|g di santo,7892C407|7E0FFA91|7A04200D|146C38B2|84E56A80,user agent|web applications|mobile computing|mobile computer
7EC0755E,www06-d130,finding visual concepts by web image mining,www,www06,2006,university of electro communications,kobus barnard|keiji yanai,7D0AB8C1|8579D8AA,probabilistic method|world wide web|ground truth|gaussian mixture model|image features|computer vision|image classification|image annotation|image recognition
7E4D6A8D,www10-d110,ranking specialization for web search a divide and conquer approach by using topical ranksvm,www,www10,2010,georgia institute of technology,zhaohui zheng|xin li|fan li|hongyuan zha|jiang bian,7D1D9836|82606E97|7C83CAE2|85020791|807F0E63,machine learning|information retrieval|divide and conquer|loss function|search engine
7C3FF9DB,www14-d142,contextual and dimensional relevance judgments for reusable serp level evaluation,www,www14,2014,northeastern university,ahmed hassan|fernando diaz|imed zitouni|peter b golbus|jin young kim,0DA3310F|80B126F1|7201FC82|848E2889|7FCD0715,reusability|evaluation
7E9AB16C,www08-d10,automatically refining the wikipedia infobox ontology,www,www08,2008,university of washington,fei wu|daniel s weld,216E60E4|852CA158,wikipedia|machine learning|semantic web|information system|ontology|natural language
810E53CE,www06-d162,safeguard against unicode attacks generation and applications of uc simlist,www,www06,2006,city university of hong kong,anthony y fu|liu wenyin|xiaotie deng|wan zhang,814598F7|14BAFC68|80B9A988|80A96A91,phishing|kernel density estimate|unicode
81511721,www07-d2,long distance wireless mesh network planning problem formulation and solution,www,www07,2007,indian institutes of technology,sayandeep sen|bhaskaran raman,80AD1FF9|7E09866D,wireless mesh network|domain knowledge|lower bound|network topology|mesh network|digital divide|network performance
801EEBA2,www12-d210,discovering geographical topics in the twitter stream,www,www12,2012,lehigh university,liangjie hong|alexander j smola|siva gurumurthy|amr ahmed|kostas tsioutsiouliklis,78B1ED22|830A9B8E|76F065D0|8053616D|803B659D,geolocation|latent variable|language model|topic models|graphical model
7C57953C,www07-d13,building and managing personalized semantic portals,www,www07,2007,university of southampton,wendy hall|melike sah,7F2B3F13|7ECFA4D0,semantic web|web pages|ontologies|real time|personalization
80C87C43,www08-d143,how people use the web on mobile devices,www,www08,2008,,yanqing cui|virpi roto,7DD9E23C|0B65C0C6,contextual inquiry|mobile web|mobile device
7FC2F838,www04-d176,challenges and practices in deploying web acceleration solutions for distributed enterprise systems,www,www04,2004,nec,wangpin hsiung|k s candan|wensyan li|oliver po|divyakant agrawal|koji hino,86359BD1|7AC7153C|8150A0FF|8043A74F|15399822|7AC98903,e commerce|enterprise system|database system|scalability|dynamic content|web based applications|reliability|application server
7C1BBBCE,www08-d206,influencers and their barriers to technology,www,www08,2008,yahoo,nerija titus|ann hsieh|todd hausman,84BAE9AC|7FE2485C|84F8D5BC,emerging markets|ethnography|emerging market
0120B19D,www04-d133,a minimal extension to xml schema for conditional constraints,www,www04,2004,,claudio sacerdoti coen|fabio vitali|paolo marinelli,7CBC018B|7A0FC41B|823C32C1,xml schema
803BBB9F,www06-d23,background knowledge for ontology construction,www,www06,2006,,blaž fortuna|dunja mladenic|marko grobelnik,7BCD5A8E|0A6702BA|1491190D,text mining|machine learning
7A31B585,www07-d182,organizing and searching the world wide web of facts step two harnessing the wisdom of the crowds,www,www07,2007,google,marius pasca,70CF1F0B,world wide web|side effect|information extraction
802EEF29,www06-d87,evaluating structural summaries as access methods for xml,www,www06,2006,ibm,mirella m moro|vassilis j tsotras|zografoula vagena,007C16E9|12B12909|80D89B44,access method|false positive|precision|xml document|data structure
787AFB9C,www10-d134,a client server architecture for state dependent dynamic visualizations on the web,www,www10,2010,ibm,chandra narayanaswami|danny soroker|d coffman|aaron zinman,77448C4E|7BAE6761|84A877AB|7E22A36C,client server architecture|rich internet application|hierarchical data|user experience|low latency|rich internet applications
7ED493A3,www11-d10,geographical topic discovery and comparison,www,www11,2011,university of illinois at urbana champaign,chengxiang zhai|thomas huang|zhijun yin|jiawei han|liangliang cao,811051D8|816C328F|80F3F358|80509AFE|7E7A3A69,region of interest|topic modeling
7F3EEA29,www10-d104,how accurately can one s interests be inferred from friends,www,www10,2010,ibm,chingyung lin|zhen wen,8544C5FC|7F38C141,user model|file sharing|active network|betweenness centrality|social network|recommender system|social influence|social networks|user modeling|accuracy
7A17FE6C,www03-d36,mining newsgroups using networks arising from social behavior,www,www03,2003,ibm,yirong xu|r d agrawal|sridhar rajagopalan|ramakrishnan srikant,80509C5B|7E700028|7B5B5847|7AC5C38E,text mining|social network|social behavior|information retrieval|web mining|statistical analysis|data mining|link analysis
7A8C85E3,www07-d36,geotracker geospatial and temporal rss navigation,www,www07,2007,at t,giuseppe di fabbrizio|yihfarn robin chen|bin wei|serban jora|david c gibbon|bernard s renger,757B8323|12559426|5CC15DF3|763F7A27|7E9C4D3C|7DA9B04D,data collection|middleware|multimedia|machine learning|natural language processing|information retrieval|mobile device|rss
79A6F441,www05-d111,web page marker a web browsing support system based on marking and anchoring,www,www05,2005,university of california berkeley,noriharu tashiro|toramatsu shintani|takahiro koga|takayuki ito|tadachika ozono,84A50301|7D81871D|7FE2BF1B|7F3B1CDD|7DDC43A9,web pages|web browsing
7F946536,www10-d9,b bit minwise hashing,www,www10,2010,cornell university,ping li|christian konig,8111A701|7E1073C5,unbiased estimator|hashing|data management|information retrieval
7F2AB828,www04-d88,random surfer with back step,www,www04,2004,,marcin sydow,7FF6BDF1,ranking algorithms
7FDADC33,www09-d85,extracting key terms from noisy and multitheme documents,www,www09,2009,illinois state police,maxim grinev|dmitry lizorkin|maria grineva,7B00BB27|7E7EEF04|7A90CA7D,semantic relatedness|semantic similarity|wikipedia|graph analysis|information extraction
7F4B69DB,www04-d136,semi automatic annotation of contested knowledge on the world wide web,www,www04,2004,open university,bertrand sereno|enrico motta|simon buckingham shum,751F3DCD|7D94F2C9|7E934F74,interface|world wide web|annotation
795DD09E,www11-d158,ranking on large scale graphs with rich metadata,www,www11,2011,microsoft,taifeng wang|tieyan liu|bin gao,7DAABBEA|80938F5B|817B1C47,markov process
7D98C6B9,www09-d162,detecting image spam using local invariant features and pyramid match kernel,www,www09,2009,chinese academy of sciences,weiming hu|guan luo|ou wu|haiqiang zuo|yunfei chen,7B6FE268|7E9C9129|7F83753E|7F0D71AA|809990B8,kernel function
79263D22,www08-d21,ajax for mobility mobileweaver ajax framework,www,www08,2008,,huaigu wu|louenas hamdi|serhan dagtas|abdel benharref,4889E9B4|7EBD55BA|84A84B15|0D2AF63A,service oriented architecture|mobility|mobile web|rest|mobile device|ajax|web 2 0|soap
04BA4B5A,www13-d2,end user creation of social apps by utilizing web based social components and visual app composition,www,www13,2013,lulea university of technology,juwel rana|kare synnes|sarwar morshed,7FB2AD8D|7D0E1A75|6CD65C04,na
7F895493,www13-d281,linked data in crowdsourcing purposive social network,www,www13,2013,university of southampton,priyanka singh|nigel shadbolt,7628BD51|81654F95,crowdsourcing|social media|linked data
7FE8BC72,www15-d70,mapping temporal horizons analysis of collective future and past related attention in twitter,www,www15,2015,kyoto sangyo university,yukiko kawai|emilien antoine|toyokazu akiyama|adam jatowt,7D8D49A3|82911DB0|00CA311A|7E1FB03C,visualization|social network
751F5F9C,www12-d296,paraimpu a platform for a social web of things,www,www12,2012,congressional research service,antonio pintus|andrea piras|davide carboni,7F117EA6|7EA7B7EC|72A3E583,social web|social network|rest|social networks|communication model|web of things
8333F3A8,www15-d259,predicting pinterest automating a distributed human computation,www,www15,2015,king s college london,nishanth sastry|dmytro karamshuk|changtao zhong,1259FD38|7EA19AF8|80DCA675,crowdsourcing|deep learning|supervised learning|image analysis
3EFAAC9E,www15-d158,scaling down distributed infrastructure on wimpy machines for personal web archiving,www,www15,2015,university of maryland college park,jimmy lin,80F636E3,na
7DC23F46,www13-d70,measuring personalization of web search,www,www13,2013,northeastern university,christo wilson|alan mislove|david lazer|balachander krishnamurthy|piotr sapiezynski|arash molavi kakhki|aniko hannak,78294D80|7765FA2E|7C23AD95|7CF38944|78C12122|823B5E1B|108B032C,personalization
70EF5F78,www15-d334,a comparison of supervised keyphrase extraction models,www,www15,2015,university of north texas,florin bulgarov|cornelia caragea,401686F9|13F42EF8,na
83887D45,www14-d250,designing a high performance mobile cloud web browser,www,www14,2014,samsung,ryan h choi|youngil choi,83986B92|8419808D,dom
5E3CA94E,www14-d187,humour reactions in crisis a proximal analysis of chinese posts on sina weibo in reaction to the salt panic of march 2011,www,www14,2014,kaist,jinho jay kim|caroline halcrow|gareth paul beeston|manuel leon urrutia|kunwoo park|lu liu|jinchuan wang|xianni xiao,812CAC12|85328682|82A4ECAA|7C3C8C5A|7CB0B628|81710D7D|7D22AE9D|7D06C03A,na
03D41991,www14-d209,semantically enhanced keyword search for smartphones,www,www14,2014,lg electronics,kyongho lee|sungkwang eom|yongil jang|sangjin shin|minjae song|jihoon ko|donghoon shin,80B4FF42|7E759F4A|7DA5CD1F|80B824B6|7DEE2069|7E705877|7D432751,semantic search
06CB4EBE,www14-d316,tempowordnet for sentence time tagging,www,www14,2014,centre national de la recherche scientifique,mohammed hasanuzzaman|gael dias|yann mathet|stephane ferrari,7F6DCC20|84C510E7|7D7C50BB|80C66664,na
4236E063,www15-d288,adalyze redux post click and post conversion text feature attribution for sponsored search ads,www,www15,2015,google,thomas steiner,7CFAF99D,conversion rate|clickthrough rate
057B5045,www13-d277,lists as coping strategy for information overload on twitter,www,www13,2013,stellenbosch university,simon de la rouviere|kobus ehlers,2B8C2955|7EC8DD87,information overload|coping strategies
7866B9C0,www12-d111,adding fake facts to ontologies,www,www12,2012,max planck society,fabian m suchanek|david grossamblard,00F2C48C|0426113E,rdf|ontologies|watermarking
74C954A8,www15-d131,determining influential users with supervised random walks,www,www15,2015,,georgios katsimpras|georgios paliouras|dimitrios vogiatzis,7C5BCD3D|775325BF|862FE3F1,na
070A2711,www14-d82,system for surveillance and investigation of disease outbreaks,www,www14,2014,,par bjelkmar|deleer barazanji,6811A237|625B68C3,na
7F53ADD8,www15-d164,what s in this paper combining rhetorical entities with linked open data for semantic literature querying,www,www15,2015,concordia university,bahar sateli|rene witte,7E12679B|04B6E272,semantic web|natural language processing
7F674047,www13-d29,analyzing the suitability of web applications for a single user to multi user transformation,www,www13,2013,dresden university of technology,thomas springer|matthias heinrich|franz lehmann|martin gaedke|franz josef gruneberger,7B41D006|280D22F6|7D5D7761|789BFCF3|7C4B9166,groupware|web applications|web engineering
3EE5C852,www15-d307,knowledge obtention combining information extraction techniques with linked data,www,www15,2015,university of zaragoza,angel garrido|pilar blazquez|maria g buey|sergio ilarri,7E437926|86291DB1|80C4A307|0BBBAD77,text mining|linked data
0C6532DF,www13-d125,intent classification of voice queries on mobile devices,www,www13,2013,ibm,subhabrata mukherjee|ashish verma|kenneth ward church,7CF04D96|817C298B|82E4E16F,mobile search
6A981F5B,www15-d285,supporting ethical web research a new research ethics review,www,www15,2015,microsoft,anne bowser|janice y tsai,849566E4|7DBAC921,ethics|research methods
