PID,PDFID,title,conf,folder,year,affil,authors,author_ids,keywords
815AC65F,icdm01-d18,neural analysis of mobile radio access network,icdm,icdm01,2001,,jaana laiho|olli simula|kimmo raivio,7C4E857C|145F20EB|795A6E43,data consistency|base stations|mobile network|data analysis|data visualization|radio access network|clustering algorithms|prototypes|data mining|information science|data engineering|self organizing map
798D3A1B,icdm14-d19,social marketing meets targeted customers a typical user selection and coverage perspective,icdm,icdm14,2014,,qi liu|xing xie|hui xiong|chuanren liu|enhong chen|zheng dong,7E0FC1FD|7F56748E|7F846A9B|7EB5247F|8150C803|805F02C6,greedy algorithms|linear programming|collaboration|cultural differences|computational modeling|entropy
7F193CE5,icdm03-d38,scalable model based clustering by working on data summaries,icdm,icdm03,2003,,kwongsak leung|huidong jin|manleung wong,80DEA5A4|7EC5D7CA|8067E54F,computational complexity|gaussian processes|expectation maximization|covariance analysis|em algorithm|data mining
7FFD5461,icdm07-d17,connections between mining frequent itemsets and learning generative models,icdm,icdm07,2007,microsoft,prasad naldurg|raja sripada|ramarathnam venkatesan|srivatsan laxman,81D03577|79DDA693|7934C54C|7EBD1108,information retrieval|data mining|statistical testing|transaction processing|statistical significance|probability mass function
7ED5CDED,icdm05-d11,discriminatively trained markov model for sequence classification,icdm,icdm05,2005,iowa state university,vasant honavar|adrian silvescu|oksana yakhnenko,7742E6BE|0C1D247B|7B55128A,protein function prediction|amino acid|intrusion detection|markov processes|machine learning|speech recognition|maximum likelihood estimate|markov model|maximum likelihood estimation|likelihood function|support vector machine|cost effectiveness
7D9FF117,icdm01-d8,an online algorithm for segmenting time series,icdm,icdm01,2001,,michael pazzani|selina chu|eamonn keogh|david hart,8158A726|770496B2|80FD3A8F|7ECF268D,association rule mining|association rules|indexing|computer science|databases|clustering algorithms|time series data|clustering|data representation|data mining|classification|online algorithm|time series
7E946CC8,icdm03-d4,complex spatial relationships,icdm,icdm03,2003,university of sydney,pei sun|robert munro|sanjay chawla,862ED66E|7E3C5F06|85D36AAB,spatial data|statistical analysis|data mining|spatial relationships
7BE44E87,icdm12-d72,clustering time series using unsupervised shapelets,icdm,icdm12,2012,,eamonn keogh|abdullah mueen|jesin zakaria,8158A726|7C371F2D|7EE7A449,clustering|unsupervised learning|time series
7940308C,icdm12-d24,geodesic based semi supervised multi manifold feature extraction,icdm,icdm12,2012,,mingyu fan|zhongfei zhang|xiaoqin zhang|hujun bao|zhouchen lin,7D29BB8C|81C6BD58|7FA830F3|7F0724A2|7F37C00D,graph theory|learning artificial intelligence|feature extraction|data mining|vectors
807F3561,icdm01-d37,a fast algorithm to cluster high dimensional basket data,icdm,icdm01,2001,georgia institute of technology,carlos ordonez|norberto ezquerra|edward omiecinski,80E56742|77352398|85AA1560,sparse matrices|association rules|multidimensional systems|data points|databases|clustering algorithms|statistical analysis|data mining|maximum likelihood estimation
59B67264,icdm05-d35,hierarchical density based clustering of uncertain data,icdm,icdm05,2005,ludwig maximilian university of munich,hanspeter kriegel|martin pfeifle,7DA6BA36|7263AD95,fuzzy set theory|probability|data mining|distance function
5C0825D4,icdm09-d69,mining determining sets for partially defined functions,icdm,icdm09,2009,university of massachusetts boston,dan pletea|rosanne vetro|dan a simovici,85C4908D|78258370|06D42979,na
8076F0DE,icdm01-d15,discovering representative episodal association rules from event sequences using frequent closed episode sets and event constraints,icdm,icdm01,2001,,jamil saquer|jitender s deogun|sherri k harms|tsegaye tadesse,7681B273|13FB9D95|132D156D|7EA2669F,association rules|hydrology|decision support systems|risk management|association rule|time series data|clustering algorithms|time measurement|formal concept analysis|data mining|pattern analysis|government|climatology|decision support system|time series
79ECD0D9,icdm11-d69,personalized travel package recommendation,icdm,icdm11,2011,rutgers business school newark and new brunswick,enhong chen|zhongmou li|yong ge|hui xiong|qi liu,7E9ED0F1|7F56748E|7DEC4D70|805F02C6|80AB1A7F,electronic commerce|data analysis|travel industry|internet|recommender systems|seasonality|entertainment
7DA56EAB,icdm03-d5,pixelmaps a new visual data mining approach for analyzing large spatial data sets,icdm,icdm03,2003,university of konstanz,stephen c north|christian panse|mike sips|daniel a keim,7FFDDB95|5C325A7A|482BC758|817A6436,kernel density|data visualisation|approximation theory|data structure|spatial data|data mining
805EADC8,icdm05-d56,cole a cooperative data mining approach and its application to early diabetes detection,icdm,icdm05,2005,,jie gao|jorg denzinger|robert c james,808B00AA|779D1B9C|76230F36,data mining
7F539BFA,icdm03-d78,is random model better on its accuracy and efficiency,icdm,icdm03,2003,ibm,wei fan|haixun wang|sheng ma|philip s yu,7DF1D45A|7E2B2390|7EAA8442|7E2A441E,loss function|computational complexity|decision tree|data mining|decision trees
76B1F043,icdm11-d10,diverse dimension decomposition of an itemset space,icdm,icdm11,2011,,aristides gionis|francesco bonchi|themis palpanas|mikalai tsytsarau,2BF27CC6|0120573C|81BD1373|77D6A034,transaction processing|dimensionality reduction|objective function|database management systems
80288F46,icdm03-d34,mining strong affinity association patterns in data sets with skewed support distribution,icdm,icdm03,2003,,vipin kumar|hui xiong|pangning tan,77AE0AE9|805F02C6|80CF32CA,association rule mining|search space|data mining
7A443CDB,icdm12-d32,efficient episode mining of dynamic event streams,icdm,icdm12,2012,,debprakash patnaik|naren ramakrishnan|srivatsan laxman|badrish chandramouli,79DDA693|7D78B088|7F8FB348|7FC3A30D,streaming algorithms|data streams|approximation algorithms|data mining
7CB58BFB,icdm14-d16,output feature augmented lasso,icdm,icdm14,2014,,yahong han|xiaochun cao|changqing zhang|xiaojie guo,82B896B2|7FB35E1B|808F3682|7E8B3970,kernel|linear programming|correlation|vectors
80EC4377,icdm06-d50,applying data mining to pseudo relevance feedback for high performance text retrieval,icdm,icdm06,2006,york university,xiangji huang|josiah poon|yang liu|yan rui huang|aijun an|miao wen,7D57BBC2|808C27B6|7EB6BC4A|7D34FA8C|833756C1|7E4F1C1E,data mining|text analysis|weight function
85CF1499,icdm15-d31,beyond query interactive user intention understanding,icdm,icdm15,2015,,jie tang|yang yang,80A0A7C8|7FAE9055,algorithm design and analysis|games|search engines|engines|mobile communication
7D972331,icdm08-d3,a practical approach to classify evolving data streams training with limited amount of labeled data,icdm,icdm08,2008,department of computer science university of illinois at urbana champaign,mohammad m masud|jing gao|bhavani thuraisingham|jiawei han|latifur khan,7FF6B174|7E7A3A69|776ABE7F|8081B2FA|7E06B2F1,learning artificial intelligence|data models|supervised learning|accuracy|clustering algorithms|nearest neighbor|data mining|synthetic data|manganese|impurities
7DBD8052,icdm05-d41,bias analysis in text classification for highly skewed data,icdm,icdm05,2005,arizona state university,lei tang|huan liu,7E811E4A|7FA97BAC,support vector machines|high dimensional data|text analysis|feature selection|decision tree|decision trees|empirical study|support vector machine
7F4FDEE3,icdm13-d28,mining summaries of propagations,icdm,icdm13,2013,,luca chiarandini|francesco bonchi|lucrezia macchia|francesco gullo,4B21ADD6|849EB000|75F83727|81BD1373,directed graphs|data mining
7EA85714,icdm10-d2,transfer learning on heterogenous feature spaces via spectral transformation,icdm,icdm10,2010,,wei fan|qi liu|philip s yu|ruixin zhu|xiaoxiao shi,7DD6429A|7EAA8442|831F1092|7F3E3206|7DF1D45A,learning artificial intelligence|data mining|wavelet transforms|transfer learning|feature space|feature extraction
7DFA9253,icdm09-d35,clustering with multiple graphs,icdm,icdm09,2009,university of texas at austin,zhengdong lu|inderjit s dhillon|wei tang,793344FC|8163243B|82F5A4FC,kernel|graph theory|data models|semi supervised learning|neodymium|clustering algorithms|clustering|symmetric matrices|data mining|matrix factorization|graph clustering|feature extraction|graph|unsupervised learning
752E53D5,icdm14-d46,snoc streaming network node classification,icdm,icdm14,2014,,xingquan zhu|chengqi zhang|ting guo|jian pei,85E2FAA6|7EBD3AAB|7E7DB355|811BC456,vectors|linear programming|optimization|accuracy|data mining
812AEE44,icdm09-d28,a fully automated method for discovering community structures in high dimensional data,icdm,icdm09,2009,university of texas at san antonio,jianhua ruan,7ECA6717,graph theory|complex network|k nearest neighbor|face|accuracy|clustering algorithms|high dimensional data|data mining|construction industry|social science|modular function|modularity|community structure
7EB358B1,icdm05-d43,text classification with evolving label sets,icdm,icdm05,2005,indian institute of technology bombay,sunita sarawagi|shantanu godbole|ganesh ramakrishnan,0959BB35|7E006A4E|7E24BEB0,text analysis|classification
7DBEB844,icdm08-d10,on locally linear classification by pairwise coupling,icdm,icdm08,2008,,arnold p boedihardjo|changtien lu|feng chen,0E5197E7|8295B1A0|7DEFF67B,greedy algorithms|support vector machines|clustering algorithms|accuracy|prototypes|data mining|couplings|support vector machine
7B29800F,icdm08-d80,weightesd association rule mining with binary and fuzzy data,icdm,icdm08,2008,liverpool hope university,m sulaiman khan|maybin muyeba|frans coenen,7E7E8F91|81CBA4AF|18FF88F7,association rule mining|association rule
7F5109EA,icdm06-d73,entropy based concept shift detection,icdm,icdm06,2006,university of zurich,abraham bernstein|peter vorburger,7C419F0B|7DF9EBC7,data analysis|data streams|concept drift|wearable computer|synthetic data|ubiquitous computing
7F56B31C,icdm10-d19,smile a similarity based approach for multiple instance learning,icdm,icdm10,2010,,jie yin|longbing cao|yanshan xiao|bo liu|xindong wu,7E11A500|7E94597A|82A425CC|7F7D1F94|8033895F,learning artificial intelligence|data models|supervised learning|accuracy|support vector machines|mathematical model
75DCE2BB,icdm12-d59,feature weighting and selection using hypothesis margin of boosting,icdm,icdm12,2012,,david kaeli|javed a aslam|malak alshawabkeh|jennifer g dy,85781E34|81DF99FF|77161EBE|729EC6B8,boosting|feature selection|learning artificial intelligence|statistics
5E244590,icdm04-d2,on local spatial outliers,icdm,icdm04,2004,,pei sun|sanjay chawla,7E3C5F06|7F6AB905,data mining
7F21BCB5,icdm01-d57,closing the loop heuristics for autonomous discovery,icdm,icdm01,2001,university of pittsburgh,bruce g buchanan|john rosenberg|gary r livingston,7F28717B|7B000F8E|7BC05E0C,mining industry|databases|prototypes|data mining|crystallization|very large database
5EEF4B1F,icdm10-d36,trend mining in social networks a study using a large cattle movement database,icdm,icdm10,2010,university of liverpool,puteri n e nohuddin|frans coenen|christian setzkorn|r m christley,2AE9F054|5EAD5F13|81CBA4AF|772CCC4F,social network|viral marketing|network analysis|discrete time|social network analysis
80A66923,icdm06-d33,cominer an effective algorithm for mining competitors from the web,icdm,icdm06,2006,,shenghua bao|yunbo cao|rui li|yong yu|jin wang,7E5AB3BF|7E511C5F|8630C0E6|7EF8F5AB|7F4EE95A,world wide web|data mining|internet
7FA9B7E9,icdm06-d59,a balanced ensemble approach to weighting classifiers for text classification,icdm,icdm06,2006,university of hong kong,haixun wang|gabriel pui cheong fung|huan liu|jeffrey xu yu|david w cheung,6D95CD53|7E2B2390|85B168DC|7600EDEC|7E52D700,text analysis|empirical study|classification
7E65D8EE,icdm05-d12,hierarchy regularized latent semantic indexing,icdm,icdm05,2005,,volker tresp|kai yu|matthias schubert|hanspeter kriegel|yi huang|shipeng yu,7263AD95|80E8CE44|0A716934|7F8B7592|80AC122A|80BE620B,indexing|optimization problem|empirical study|text analysis|data mining|vector space|knowledge management|latent semantic indexing
7D4E5A91,icdm06-d0,p3c a robust projected clustering algorithm,icdm,icdm06,2006,,joerg sander|martin ester|gabriela moise,7F06E71D|2A375449|7B36EACF,high dimensional data
7D53A164,icdm09-d10,execution anomaly detection in distributed systems through unstructured log analysis,icdm,icdm09,2009,microsoft,qiang fu|yi wang|jianguang lou|jiang li,804DEFCC|77B97482|7DA9E2FF|7FFE2801,distributed programming|finite state automaton|histograms|anomaly detection|data mining|distributed system|entropy|algorithm design and analysis|source code|feature extraction
7EF21E3D,icdm13-d40,valuation of partly disclosed datasets for prediction,icdm,icdm13,2013,,hiroe tsubaki,6EFB08F1,opportunity loss|regression analysis|conditional distribution|data handling
7FA9EC5E,icdm02-d62,efficient discovery of common substructures in macromolecules,icdm,icdm02,2002,ohio state university,matt coatney|srinivasan parthasarathy,7FFA0462|7B75DBD0,three dimensional|molecular biophysics|sequences|protein structure|structure function|search space|genomics|sequence analysis|data mining|chemicals|macromolecules|information science|proteins|pharmacology
7E324C96,icdm01-d41,hierarchical text classification and evaluation,icdm,icdm01,2001,,eepeng lim|aixin sun,7EA8C5FC|7F518C99,information systems|tree graphs|top down|text analysis|testing|sun|classification|space technology|information system
7E5F2067,icdm06-d15,latent friend mining from blog data,icdm,icdm06,2006,hong kong university of science and technology,zheng chen|qiang yang|dou shen|jiantao sun,7F064339|7F575097|810B4A93|8538C8B7,machine learning|social communication|data mining|internet
81485F4F,icdm07-d4,lightweight distributed trust propagation,icdm,icdm07,2007,university college london,daniele quercia|licia capra|stephen hailes,7A4A4B2F|85C497F2|7D86F0CB,mobile devices|java|learning artificial intelligence|mobile device|web of trust|mobile computing
75C64C91,icdm12-d51,parallelization with multiplicative algorithms for big data mining,icdm,icdm12,2012,,chris ding|dijun luo|heng huang,7E56C8FC|8126BCBD|7F682D69,support vector machines|learning artificial intelligence|regression analysis|data mining
80B1AF43,icdm08-d50,border sampling through coupling markov chain monte carlo,icdm,icdm08,2008,university of ottawa,guichong li|nathalie japkowicz|r k ungar|t j stocki,7F4AE9C8|777F5D99|778752D3|0BAE58B5,stationary distribution|computational complexity|learning artificial intelligence|monte carlo methods|classification algorithms|supervised learning|linear time|markov processes|sampling methods|sampling technique|convergence|data mining|markov chain monte carlo|couplings
7BCC50D7,icdm11-d33,on the hardness of graph anonymization,icdm,icdm11,2011,,yao li|charu c aggarwal|philip s yu,7EAA8442|7FEE7CA3|7EC2DD9B,graph theory|data analysis|privacy|graphs|digital signatures|data mining
812CF89D,icdm12-d34,cost sensitive online classification,icdm,icdm12,2012,,jialei wang|peilin zhao|steven c h hoi,067625BE|7CFC507D|7DE84786,minimisation|learning artificial intelligence|data mining|classification
8157F9D4,icdm10-d1,fast and flexible multivariate time series subsequence search,icdm,icdm10,2010,,ashok n srivastava|kanishka bhaduri|qiang zhu|nikunj c oza,7DF6B955|04A7ED0D|7FC6B3FF|7A047CB2,financial system|algorithms|indexing|streams|medical equipment|minimum bounding rectangle|boundaries|similarity search|multivariate analysis|data bases|data mining|indexation|music|time series|search algorithm|time series analysis|ubiquitous computing
756E5F2E,icdm14-d50,probabilistic latent document network embedding,icdm,icdm14,2014,,tuan m v le|hady w lauw,7FCB7F42|78A7AD54,semantics|mathematical model|visualization|nickel|data visualization
7E301C3B,icdm03-d47,tecno streams tracking evolving clusters in noisy data streams with a scalable immune system learning model,icdm,icdm03,2003,,cesar cardona uribe|carlos rojas coronel|olfa nasraoui|fabio a gonzalez,80051536|86399019|862999A9|83D39352,associative memory|network theory|pattern recognition|machine learning|immune system|long term memory|data mining|somatic hypermutation|artificial immune system|unsupervised learning
80B9F4D7,icdm08-d35,graph based iterative hybrid feature selection,icdm,icdm08,2008,,wei fan|kun zhang|jing peng|jiangtao ren|erheng zhong|sihong xie,7DA6F7AB|7F907925|7D8730F4|83BD26D1|809825AF|7DF1D45A,graph theory|hybrid|accuracy|iterative methods|feature selection|harmonic analysis|data mining|data handling|probability density function|sample selection bias|feature extraction|graph
7CEA051B,icdm09-d57,uncoverning groups via heterogeneous interaction analysis,icdm,icdm09,2009,,xufei wang|lei tang|huan liu,7E811E4A|7E744AFF|7FA97BAC,sparse matrices|data validation|heterogeneous network|web 2 0|social media|collective behavior|noise|data mining|feature extraction|community structure
75655287,icdm11-d24,enabling fast lazy learning for data streams,icdm,icdm11,2011,,xingquan zhu|li guo|byron j gao|peng zhang,810F0F1E|7E7B4F6C|8112B3F6|7E7DB355,tree data structures|computational complexity|learning artificial intelligence|spatial index|linear time|k nearest neighbor|concept drift|data stream mining|data mining|synthetic data
7D31F391,icdm07-d42,statistical learning algorithm for tree similarity,icdm,icdm07,2007,,atsuhiro takasu|tatsuya akutsu|daiji fukagawa,23D40D66|0E3395E2|29B16754,data consistency|computational complexity|learning artificial intelligence|expectation maximization|probabilistic model|distance measures|maximum degree
7E780DF0,icdm03-d75,understanding helicoverpa armigera pest population dynamics related to chickpea crop using neural networks,icdm,icdm03,2003,international institute of information technology hyderabad,p krishna reddy|g rama murthy|b v l narayana|g v ranga rao|y v r reddy|c l l gowda|rajat kumar gupta,7D8F0330|85561C15|7FBE2DA2|7EA37A70|7C9818B5|8486067F|7ED96429,neural nets|pest control|neural network|population dynamic|statistical analysis|data mining|pest management|crops
80B0FC58,icdm02-d65,automatic web page classification in a dynamic and hierarchical way,icdm,icdm02,2002,science college,xiaogang peng|ben choi,8624DDBB|7DD79414,learning artificial intelligence|satisfiability|internet|computer science|web pages|classification algorithms|frequency|tree structure|information retrieval
5A58EBC1,icdm03-d74,spatial interest pixels sips useful low level features of visual media data,icdm,icdm03,2003,university of delaware,qi li|jieping ye|chandra kambhamettu,01745ECD|7E64617B|8118A14E,principal component analysis|comparative study|data structures|face recognition|feature vector|computer graphics|lucas kanade
7618E625,icdm11-d71,supervised lazy random walk for topic focused multi document summarization,icdm,icdm11,2011,,jiafeng guo|pan du|xueqi cheng,7F5147EE|7F9DF373|84FA04D2,learning artificial intelligence|text analysis|random processes|salience|relevance|random walk|information retrieval|multi document summarization
7C76A227,icdm11-d29,incremental elliptical boundary estimation for anomaly detection in wireless sensor networks,icdm,icdm11,2011,,james c bezdek|sutharshan rajasegarar|shanika karunasekera|masud moshtaghi|christopher leckie|marimuthu palaniswami,0E13BF8A|4BCCF96E|7AD1AFA1|7547D68E|7DDFFEEF|0EDACFEA,data analysis|base station|anomaly detection|data mining|wireless sensor networks|wireless sensor network|data model
811B1D48,icdm10-d11,patterns on the connected components of terabyte scale graphs,icdm,icdm10,2010,carnegie mellon university,mary mcglohon|christos faloutsos|leman akoglu|ungu kang,8311D172|07C52448|7FFD96A4|079C1B8F,graph theory|internet|web pages|fractals|connected components|generative model|mathematical model|feature extraction|data mining|probability|artificial neural networks|fractal dimension|connected component
817A9BCC,icdm08-d44,similarity learning for nearest neighbor classification,icdm,icdm08,2008,,ali mustafa qamar|jeanpierre chevallet|joo hwee lim|eric gaussier,7EB33480|7DD0D14B|77887ADE|84F15E28,learning artificial intelligence|machine learning|accuracy|symmetric matrices|euclidean distance|data mining|prediction algorithms
7BEDA74F,icdm14-d49,on spectral analysis of signed and dispute graphs,icdm,icdm14,2014,,yuemeng li|xintao wu|leting wu|aidong lu,817A2444|7EA111F1|84D24783|80DC7E10,clustering algorithms|erbium
79331204,icdm12-d38,granger causality for time series anomaly detection,icdm,icdm12,2012,,niranjan subrahmanya|weichang li|yan liu|huida qiu,80058EA5|7F0914E3|65C61309|84D3B5E6,reliability|learning artificial intelligence|time series
7B0FC3E3,icdm12-d57,predicting directed links using nondiagonal matrix decompositions,icdm,icdm12,2012,,jerome kunegis|jorg fliege,76A64405|850AB885,directed graphs|trust|trusted computing|matrix decomposition
76E80138,icdm14-d26,orion online regularized multi task regression and its application to ensemble forecasting,icdm,icdm14,2014,,lifeng luo|pangning tan|jianpeng xu,7DA5023B|7F476EBE|77AE0AE9,forecasting|data models|computational modeling|predictive models|manganese|prediction algorithms
85A9EB5B,icdm15-d24,a graph based hybrid framework for modeling complex heterogeneity,icdm,icdm15,2015,,pei yang|jingrui he,84BD553D|7CED46AD,tv|bipartite graph|quality control|correlation|optimization
8137BDF3,icdm08-d59,learning on weighted hypergraphs to integrate protein interactions and gene expressions for cancer outcome prediction,icdm,icdm08,2008,mayo medical school,rui kuang|jacob kocher|taehyun hwang|ze tian,7D2764DB|7F1FDF3F|79775F44|7F3BA57D,breast cancer|learning artificial intelligence|bioinformatics|cancer|semi supervised learning|protein protein interaction|optimization|data mining|data integrity|iteration method|prediction model|gene expression|proteins
7A4B3F35,icdm13-d17,a predictive coding framework for learning to predict changes in streaming data,icdm,icdm13,2013,university of memphis,bonny banerjee|jayanta k dutta,7E36E23F|8036349F,multi agent systems|concept drift|generative model|data handling|encoding|unsupervised learning
80EA820B,icdm09-d56,learning the shared subspace for multi task clustering and transductive transfer classification,icdm,icdm09,2009,,jie zhou|quanquan gu,803F67EF|812F1BB4,minimisation|learning artificial intelligence|web pages|data clustering|machine learning|clustering algorithms|optimization|data mining|multi task learning|transfer learning|minimization
811A3E8A,icdm01-d28,a comparison of stacking with meta decision trees to bagging boosting and stacking with other methods,icdm,icdm01,2001,,ljupco todorovski|bernard zenko|saso dzeroski,39C60689|17EDA577|40F61716,learning artificial intelligence|voting|boosting|linear regression|naive bayes|decision tree|data mining|bagging|decision trees|stacking|probability distribution
80FA8112,icdm03-d11,frequent pattern based iterative projected clustering,icdm,icdm03,2003,university of hong kong,man lung yiu|nikos mamoulis,011FA885|7C0F28DE,statistical analysis|data mining
7FE3637C,icdm06-d30,improving the results and performance of clustering bit encoded xml documents,icdm,icdm06,2006,silesian university of technology,michal kozielski,7B8C8E7C,xml document|feature vector|xml
7D135D92,icdm09-d29,a contrast pattern based clustering quality index for categorical data,icdm,icdm09,2009,,qingbao liu|guozhu dong,840FEB8C|810092AE,indexes|categorical data|coherence|accuracy|clustering algorithms|distance function|indexation|data mining|data handling|pattern matching
79B2030E,icdm14-d14,social spammer detection with sentiment information,icdm,icdm14,2014,,xia hu|huan liu|jiliang tang|huiji gao,81284289|7FFE9B9A|80D5158A|7E811E4A,media|computational modeling|data models|sentiment analysis
7D6D1D2F,icdm06-d6,improving grouped entity resolution using quasi cliques,icdm,icdm06,2006,north carolina state university,jaewoo kang|ergin elmacioglu|dongwon lee|byungwon on|jian pei,7F6CB7E3|7EBD3AAB|7CEAF87C|27ECF2B5|7F9FB47A,entity resolution|false positive|text analysis|data mining
584B6DA8,icdm04-d3,scalable construction of topic directory with nonparametric closed termset mining,icdm,icdm04,2004,university of illinois at urbana champaign,duane searsmith|xiaolei li|jiawei han|hwanjo yu,053D7A08|7E7A3A69|81A419ED|80C82930,hierarchical clustering|document clustering|data mining
79E129CC,icdm11-d13,efficiently mining unordered trees,icdm,icdm11,2011,,mostafa haghir chehreghani,82097E79,tree data structures|data mining|xml document|network routing|xml
79CE2970,icdm12-d15,signal disaggregation via sparse coding with featured discriminative dictionary,icdm,icdm12,2012,,haili dong|arnold p boedihardjo|bingsheng wang|changtien lu|feng chen,0E5197E7|8295B1A0|7DC24978|7E5E9EFE|7DEFF67B,signal processing|data mining|encoding|water conservation
7D458F19,icdm06-d3,hierarchical classification by expected utility maximization,icdm,icdm06,2006,otto von guericke university magdeburg,eyke hullermeier|andreas nurnberger|korinna bade,1340FCDB|78EF63D5|8161A17F,top down|information retrieval|search tree|classification
76648BD7,icdm14-d30,commonsense knowledge as the glue in a hybrid model of computational creativity,icdm,icdm14,2014,,andres gomez de silva garza|rafael perez y perez|erik cambria,7D1F61B9|75B0C5E5|8484155F,genetics|computational modeling|statistics|sociology
8021331D,icdm06-d46,top cop mining top k strongly correlated pairs in large databases,icdm,icdm06,2006,rutgers university,sheng ma|hui xiong|mark brodie,806EB30F|805F02C6|7E2A441E,pearson correlation coefficient|database management systems|data mining|upper bound
5CB76D7F,icdm04-d18,correlation preserving discretization,icdm,icdm04,2004,ohio state university,hui yang|srinivasan parthasarathy|sameep mehta,8143C964|7FFA0462|7F108376,principal component analysis|missing data|data warehousing|missing values|data mining|data warehouses
79DF7801,icdm08-d0,inlier based outlier detection via direct density ratio estimation,icdm,icdm08,2008,tokyo institute of technology,takafumi kanamori|hisashi kashima|yuta tsuboi|masashi sugiyama|shohei hido,80E3257E|7EBD5657|7EFC2E28|70E02072|80B3C49C,learning artificial intelligence|data analysis|outlier detection|ratio estimator|statistical analysis|probability density function|data mining
816E65FC,icdm06-d2,mining for tree query associations in a graph,icdm,icdm06,2006,university of hasselt,j van den bussche|eveline hoekx,4BE130CA|7BC8030C,tree data structures|graph theory|association rule|sql|citation analysis|data mining|food web
7650FF07,icdm13-d18,grias an entity relation graph based framework for discovering entity aliases,icdm,icdm13,2013,max planck society,bingduan lin|yuhong xiong|ping luo|jianyong wang|min wang|ning an|lili jiang,7D814A47|7C1ED1B5|84F7359F|8138A78F|85DA4D1B|7FD8E3E5|7D933644,graph theory|data mining
85CFC333,icdm15-d13,simnest social media nested epidemic simulation via online semi supervised deep learning,icdm,icdm15,2015,,jiangzhuo chen|changtien lu|feng chen|wei wang|liang zhao|naren ramakrishnan,7F00EFA0|8295B1A0|81088D55|8315FA91|7F9B2220|7DEFF67B,sociology|computational modeling|data models|media|statistics
80C0CD91,icdm02-d51,peruse an unsupervised algorithm for finding recurring patterns in time series,icdm,icdm02,2002,university of maryland college park,tim oates,71835D06,mobile robot|supervised learning|computer science|testing|time measurement|radio broadcasting|data mining|natural language|dynamic programming|mobile robots|acoustic noise|natural languages|unsupervised learning|time series
7ADDC47B,icdm13-d51,on anomalous hotspot discovery in graph streams,icdm,icdm13,2013,ibm,haixun wang|charu c aggarwal|weiren yu|shuai ma,7DD3B677|7E2B2390|7FEE7CA3|7E531A40,principal component analysis|graph theory
7EB5EDDB,icdm07-d19,transitional patterns and their significant milestones,icdm,icdm07,2007,york university,aijun an|qian wan,7A62A1ED|808C27B6,transaction database|transaction processing|data mining
7ECD2C3C,icdm07-d6,exploration of link structure and community based node roles in network analysis,icdm,icdm07,2007,michigan state university,abdolhossein esfahanian|jerry scripps|pangning tan,5F5A40D6|7DF5587D|823CCD82,network analysis
5E2A05A0,icdm04-d36,an adaptive learning approach for noisy data streams,icdm,icdm04,2004,university of california,fang chu|yizhou wang|carlo zaniolo,7CEA1875|78E29F5D|7F742317,robust statistics|learning artificial intelligence|noise|concept drift|discriminative model|statistical analysis|data mining|adaptive learning
7DC5D545,icdm09-d37,effective anomaly detection in sensor networks data streams,icdm,icdm09,2009,curtin university,svetha venkatesh|ducson pham|mihai lazarescu|saha budhaditya,7CD85774|79C9FE5F|7FF067A1|7F0796F0,sparse matrices|intrinsic dimension|principal component analysis|bandwidth|spectral methods|residual analysis|sensors|data processing|spectral method|anomaly detection|sensor network|compressed sensing|data mining|data compression
7F201C32,icdm04-d7,scalable multi relational association mining,icdm,icdm04,2004,,nicholas lester|amanda clare|hugh e williams,7FE9B63E|7DF22574|82B1126F,relational databases|data mining|efficiency|scalability
7F490AF2,icdm06-d56,boosting for learning multiple classes with imbalanced class distribution,icdm,icdm06,2006,university of waterloo,yanmin sun|mohamed s kamel|yang wang,7FCD73A7|7E421FA9|7F8CAE91,boosting algorithm|learning artificial intelligence|data mining|genetic algorithms|genetic algorithm
703E8E3E,icdm15-d12,the abacoc algorithm a novel approach for nonparametric classification of data streams,icdm,icdm15,2015,,francesco orabona|nicolo cesabianchi|rocco de rosa,0F73D435|698516F1|7EB7971A,algorithm design and analysis|predictive models|data mining|prediction algorithms|measurement
7E5BC442,icdm03-d65,findings from a practical project concerning web usage mining,icdm,icdm03,2003,munster university of applied sciences,frank dellmann|holger wulff|stefan antonius schmitz,7A13B690|81851F7C|5D5DDFEF,user interfaces|semantic web|statistical analysis|web usage mining|data mining
6F8D07EA,icdm09-d21,computer aided diagnosis in brain computed tomography screening,icdm,icdm09,2009,university of minho,hugo peixoto|victor alves,7FE5D4BF|836A6708,machine learning|artificial intelligent|diagnostic radiology|computed tomography
7D3C64CF,icdm08-d57,lbf a labeled based forecasting algorithm and its application to electricity price time series,icdm,icdm08,2008,university of seville,a m troncoso|f martinezalvarez|jesus s aguilarruiz|jose c riquelme,76F67A2B|7D8B983C|7E1FF71C|789EDED9,forecasting|neighbourhood|economic forecasting|clustering|clustering algorithms|data mining|electricity|time series analysis|prediction algorithms|time series
78CE3B45,icdm12-d43,socialized gaussian process model for human behavior prediction in a health social network,icdm,icdm12,2012,,junfeng sun|nafisa afrin chowdhury|dejing dou|david kil|brigitta piniewski|yelong shen|ruoming jin,84EE0BB3|7E50FF8A|84FA7297|7FC9583C|799E5403|804B211F|82FBCE03,behavioural sciences|gaussian processes|social sciences
